n_estimators,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std
45,0.7779666666666666,0.0009345352974726483,0.785721,0.0006075788014734939
46,0.7743936666666666,0.000938477608801719,0.782304,0.0006219394397098786
47,0.7708583333333333,0.0009519090759568039,0.7789256666666667,0.0006254909183104942
48,0.767386,0.0009599482624947271,0.775615,0.0006211972311593261
49,0.7639933333333334,0.0009562720440450806,0.7723766666666667,0.0005904694930495722
50,0.7607403333333332,0.000963941330625911,0.769289,0.0006155035878584987
51,0.7575103333333333,0.0009142232890395203,0.7662173333333332,0.0006790318271054825
52,0.754361,0.0009612141627476559,0.7632313333333333,0.0006380409251938297
53,0.751328,0.0009802530285594343,0.760334,0.0006476825354034511
54,0.7483803333333334,0.001087101446763612,0.7575386666666666,0.0006088745537647275
55,0.7454393333333332,0.0011173738059495624,0.7547606666666667,0.0006569552665305695
56,0.742538,0.001161371889907241,0.7520273333333334,0.000615278979181159
57,0.7397593333333333,0.0011868199339223964,0.749407,0.0006313704670529621
58,0.7369696666666666,0.0012025202239001505,0.7467853333333333,0.0006346265743639296
59,0.7342466666666666,0.0012028832953459064,0.7442449999999999,0.0006799196030904511
60,0.7316373333333334,0.0011726705514432715,0.7417743333333333,0.0007249649799971324
61,0.729044,0.001244742811454095,0.7393343333333333,0.0007193795165897554
62,0.7265186666666666,0.0012487258394949191,0.736961,0.0007211800514897031
63,0.7240246666666666,0.0012374792478619106,0.7346406666666666,0.0007167362756892373
64,0.7215936666666667,0.0012637627238616417,0.7323716666666668,0.0007011449366730456
65,0.7192636666666666,0.0012720614066240087,0.7302066666666667,0.0006675733833985837
66,0.7169313333333333,0.0012294324797329247,0.7280139999999999,0.0007376462566840697
67,0.7146196666666667,0.0011945234289130987,0.7258623333333333,0.000740473872297721
68,0.7123653333333334,0.0012166090397311652,0.7237463333333333,0.0007304502416698591
69,0.7101913333333333,0.0011965108533658181,0.721708,0.0007713300201599827
70,0.708046,0.0011925857062143003,0.719723,0.000786863393480743
71,0.70595,0.001212762411466779,0.7177516666666666,0.0007805666033223629
72,0.7038803333333333,0.001241719864632234,0.7158373333333333,0.0007645523018226156
73,0.7018913333333333,0.0012621847021027708,0.7140033333333333,0.0007559922104243181
74,0.6999456666666667,0.0012684101159413095,0.7122016666666667,0.0007638343334054282
75,0.6980253333333333,0.001277537822879988,0.7104226666666666,0.0007411596019452124
76,0.6961243333333335,0.0012549872066634428,0.7086766666666667,0.0007622826830572447
77,0.694264,0.0012576918011447148,0.7069776666666666,0.000772437843597932
78,0.6924436666666667,0.0012475577029629295,0.7053003333333333,0.0008065037025471494
79,0.6906823333333333,0.0012281556180803118,0.703696,0.0008311754728495274
80,0.688927,0.0012529588979691187,0.7020996666666667,0.0008327786153727866
81,0.6872386666666667,0.001291307950189338,0.7005563333333334,0.0008084261802347237
82,0.6856003333333334,0.0013013137805908338,0.69904,0.0007984113392648655
83,0.6838883333333333,0.0012571492442117675,0.6974653333333333,0.0008554956977617525
84,0.6822193333333333,0.0012530576824534671,0.69596,0.0008520356017601058
85,0.680627,0.0012404904943878758,0.6945166666666666,0.0008593355314168773
86,0.6790873333333333,0.001240235013571568,0.6931066666666666,0.0008743028969159206
87,0.6775486666666666,0.0012370958823883906,0.6917256666666667,0.0008779811438116822
88,0.6760609999999999,0.0012311477030261845,0.6903926666666665,0.0008929685822518489
89,0.6745893333333334,0.001220664937191584,0.6890616666666666,0.0009116842777092408
90,0.673186,0.0012039554255314972,0.6877886666666667,0.0009386622869215754
91,0.671735,0.0012509806819718183,0.68648,0.0009327840050086572
92,0.6703,0.0012953401097781025,0.6851913333333334,0.0009393821846771724
93,0.668902,0.0012757750585428624,0.6839386666666667,0.0009721033324132152
94,0.6675673333333334,0.001289160536507709,0.6827713333333333,0.0009787670248270896
95,0.6662466666666667,0.001307524463336074,0.681601,0.000984131088829112
96,0.6649923333333333,0.001302899672098917,0.6804683333333333,0.0009999164409533765
97,0.6637526666666668,0.001280543200711693,0.679367,0.001036320735422539
98,0.6625366666666667,0.0012780916329521302,0.6782846666666665,0.0010508312053903713
99,0.6613093333333333,0.0012706251304858665,0.67719,0.001055934657069261
100,0.660112,0.0013260294114385224,0.676151,0.0010497783893120597
101,0.6589046666666666,0.001310560270350895,0.6750773333333333,0.0010836894799198236
102,0.6577113333333333,0.0013532002397608886,0.6740573333333334,0.001085528545097854
